MongoDB shell version: 3.2.19
connecting to: 35.165.232.18:38018/myPat-v2Cms-Staging
quesId,QuesStatus,testId,testName,testStatus
Q-11181,PUBLISHED,T-1047,BITSAT-CT-PHY-Graphs, Efficiency and Engines,PUBLISHED
Q-14877,PUBLISHED,T-2067,T-2067-DRAFT,JEEM-CP-Chemistry-Balancing Redox Reaction,JEEM-CP-Chemistry-Balancing Redox Reaction,PUBLISHED,DRAFT
Q-15287,PUBLISHED,T-2202,JEEM-CP-Chemistry-Ozone,PUBLISHED
Q-15807,PUBLISHED,T-2231,JEEM-CP-Physics-LCR Based Circuits,PUBLISHED
Q-16296,PUBLISHED,T-2265,JEEM-CP-Maths-Problem based on reduction formula,PUBLISHED
Q-17330,PUBLISHED,T-578,JEEM-PQ5-PHY - digital electronics and-1,PUBLISHED
Q-18251,PUBLISHED,,,
Q-18373,PUBLISHED,,,
Q-19565,PUBLISHED,T-2247,JEEM-CP-Chemistry-Elevation in Boiling Point,PUBLISHED
Q-19602,PUBLISHED,T-2117,JEEM-CP-Chemistry-Theory of Indicators,PUBLISHED
Q-19830,PUBLISHED,T-2169,JEEM-CP-Maths-Dot Product & Application,PUBLISHED
Q-19969,PUBLISHED,T-3202,BITSAT-CT-CHEM-Bond Energy,PUBLISHED
Q-20175,PUBLISHED,T-1479,BITSAT-CT-PHY-Multiple Block system,PUBLISHED
Q-21269,PUBLISHED,T-1025,BITSAT-CT-MATH-Types and Numbers of Functions,PUBLISHED
Q-21309,PUBLISHED,T-907,BITSAT-CT-MATH-Concepts of Sets-III,PUBLISHED
Q-22325,PUBLISHED,T-384,Combined Test -1 (PT1 + PT2 + PT3) (Class XI Syllabus) Paper 1,PUBLISHED
Q-22308,PUBLISHED,T-384,Combined Test -1 (PT1 + PT2 + PT3) (Class XI Syllabus) Paper 1,PUBLISHED
Q-22293,PUBLISHED,T-384,Combined Test -1 (PT1 + PT2 + PT3) (Class XI Syllabus) Paper 1,PUBLISHED
Q-22329,PUBLISHED,T-384,Combined Test -1 (PT1 + PT2 + PT3) (Class XI Syllabus) Paper 1,PUBLISHED
Q-22291,PUBLISHED,T-384,Combined Test -1 (PT1 + PT2 + PT3) (Class XI Syllabus) Paper 1,PUBLISHED
Q-22309,PUBLISHED,T-384,Combined Test -1 (PT1 + PT2 + PT3) (Class XI Syllabus) Paper 1,PUBLISHED
Q-22326,PUBLISHED,T-384,Combined Test -1 (PT1 + PT2 + PT3) (Class XI Syllabus) Paper 1,PUBLISHED
Q-22311,PUBLISHED,T-384,Combined Test -1 (PT1 + PT2 + PT3) (Class XI Syllabus) Paper 1,PUBLISHED
Q-22328,PUBLISHED,T-384,Combined Test -1 (PT1 + PT2 + PT3) (Class XI Syllabus) Paper 1,PUBLISHED
Q-22307,PUBLISHED,T-384,Combined Test -1 (PT1 + PT2 + PT3) (Class XI Syllabus) Paper 1,PUBLISHED
Q-22290,PUBLISHED,T-384,Combined Test -1 (PT1 + PT2 + PT3) (Class XI Syllabus) Paper 1,PUBLISHED
Q-22289,PUBLISHED,T-384,Combined Test -1 (PT1 + PT2 + PT3) (Class XI Syllabus) Paper 1,PUBLISHED
Q-22327,PUBLISHED,T-384,Combined Test -1 (PT1 + PT2 + PT3) (Class XI Syllabus) Paper 1,PUBLISHED
Q-22310,PUBLISHED,T-384,Combined Test -1 (PT1 + PT2 + PT3) (Class XI Syllabus) Paper 1,PUBLISHED
Q-22292,PUBLISHED,T-384,Combined Test -1 (PT1 + PT2 + PT3) (Class XI Syllabus) Paper 1,PUBLISHED
Q-22404,PUBLISHED,T-363,Part Test -2 (PT2) (Class XI Syllabus)-Paper 1,PUBLISHED
Q-22427,PUBLISHED,T-363,Part Test -2 (PT2) (Class XI Syllabus)-Paper 1,PUBLISHED
Q-22452,PUBLISHED,T-363,Part Test -2 (PT2) (Class XI Syllabus)-Paper 1,PUBLISHED
Q-22425,PUBLISHED,T-363,Part Test -2 (PT2) (Class XI Syllabus)-Paper 1,PUBLISHED
Q-22406,PUBLISHED,T-363,Part Test -2 (PT2) (Class XI Syllabus)-Paper 1,PUBLISHED
Q-22449,PUBLISHED,T-363,Part Test -2 (PT2) (Class XI Syllabus)-Paper 1,PUBLISHED
Q-22402,PUBLISHED,T-363,Part Test -2 (PT2) (Class XI Syllabus)-Paper 1,PUBLISHED
Q-22429,PUBLISHED,T-363,Part Test -2 (PT2) (Class XI Syllabus)-Paper 1,PUBLISHED
Q-22403,PUBLISHED,T-363,Part Test -2 (PT2) (Class XI Syllabus)-Paper 1,PUBLISHED
Q-22451,PUBLISHED,T-363,Part Test -2 (PT2) (Class XI Syllabus)-Paper 1,PUBLISHED
Q-22450,PUBLISHED,T-363,Part Test -2 (PT2) (Class XI Syllabus)-Paper 1,PUBLISHED
Q-22470,PUBLISHED,T-377,Part Test -3 (PT3) (Class XI Syllabus)-Paper 2,PUBLISHED
Q-22471,PUBLISHED,T-377,Part Test -3 (PT3) (Class XI Syllabus)-Paper 2,PUBLISHED
Q-22448,PUBLISHED,T-363,Part Test -2 (PT2) (Class XI Syllabus)-Paper 1,PUBLISHED
Q-22405,PUBLISHED,T-363,Part Test -2 (PT2) (Class XI Syllabus)-Paper 1,PUBLISHED
Q-22426,PUBLISHED,T-363,Part Test -2 (PT2) (Class XI Syllabus)-Paper 1,PUBLISHED
Q-22428,PUBLISHED,T-363,Part Test -2 (PT2) (Class XI Syllabus)-Paper 1,PUBLISHED
Q-22523,PUBLISHED,T-395,Part Test -4 (PT4) (Class XII Syllabus)-Paper 1,PUBLISHED
Q-22472,PUBLISHED,T-377,Part Test -3 (PT3) (Class XI Syllabus)-Paper 2,PUBLISHED
Q-22531,PUBLISHED,T-395,Part Test -4 (PT4) (Class XII Syllabus)-Paper 1,PUBLISHED
Q-22544,PUBLISHED,T-395,Part Test -4 (PT4) (Class XII Syllabus)-Paper 1,PUBLISHED
Q-22491,PUBLISHED,T-377,Part Test -3 (PT3) (Class XI Syllabus)-Paper 2,PUBLISHED
Q-22469,PUBLISHED,T-377,Part Test -3 (PT3) (Class XI Syllabus)-Paper 2,PUBLISHED
Q-22528,PUBLISHED,T-395,Part Test -4 (PT4) (Class XII Syllabus)-Paper 1,PUBLISHED
Q-22510,PUBLISHED,T-377,Part Test -3 (PT3) (Class XI Syllabus)-Paper 2,PUBLISHED
Q-22543,PUBLISHED,T-395,Part Test -4 (PT4) (Class XII Syllabus)-Paper 1,PUBLISHED
Q-22490,PUBLISHED,T-377,Part Test -3 (PT3) (Class XI Syllabus)-Paper 2,PUBLISHED
Q-22512,PUBLISHED,T-377,Part Test -3 (PT3) (Class XI Syllabus)-Paper 2,PUBLISHED
Q-22492,PUBLISHED,T-377,Part Test -3 (PT3) (Class XI Syllabus)-Paper 2,PUBLISHED
Q-22549,PUBLISHED,T-395,Part Test -4 (PT4) (Class XII Syllabus)-Paper 1,PUBLISHED
Q-22527,PUBLISHED,T-395,Part Test -4 (PT4) (Class XII Syllabus)-Paper 1,PUBLISHED
Q-22511,PUBLISHED,T-377,Part Test -3 (PT3) (Class XI Syllabus)-Paper 2,PUBLISHED
Q-22592,PUBLISHED,T-394,Part Test -4 (PT4) (Class XII Syllabus)-Paper 2,PUBLISHED
Q-22489,PUBLISHED,T-377,Part Test -3 (PT3) (Class XI Syllabus)-Paper 2,PUBLISHED
Q-22587,PUBLISHED,T-394,Part Test -4 (PT4) (Class XII Syllabus)-Paper 2,PUBLISHED
Q-22589,PUBLISHED,T-394,Part Test -4 (PT4) (Class XII Syllabus)-Paper 2,PUBLISHED
Q-22564,PUBLISHED,T-395,Part Test -4 (PT4) (Class XII Syllabus)-Paper 1,PUBLISHED
Q-22566,PUBLISHED,T-395,Part Test -4 (PT4) (Class XII Syllabus)-Paper 1,PUBLISHED
Q-22625,PUBLISHED,T-394,Part Test -4 (PT4) (Class XII Syllabus)-Paper 2,PUBLISHED
Q-22612,PUBLISHED,T-394,Part Test -4 (PT4) (Class XII Syllabus)-Paper 2,PUBLISHED
Q-22525,PUBLISHED,T-395,Part Test -4 (PT4) (Class XII Syllabus)-Paper 1,PUBLISHED
Q-22546,PUBLISHED,T-395,Part Test -4 (PT4) (Class XII Syllabus)-Paper 1,PUBLISHED
Q-22607,PUBLISHED,T-394,Part Test -4 (PT4) (Class XII Syllabus)-Paper 2,PUBLISHED
Q-22572,PUBLISHED,T-395,Part Test -4 (PT4) (Class XII Syllabus)-Paper 1,PUBLISHED
Q-22545,PUBLISHED,T-395,Part Test -4 (PT4) (Class XII Syllabus)-Paper 1,PUBLISHED
Q-22524,PUBLISHED,T-395,Part Test -4 (PT4) (Class XII Syllabus)-Paper 1,PUBLISHED
Q-22529,PUBLISHED,T-395,Part Test -4 (PT4) (Class XII Syllabus)-Paper 1,PUBLISHED
Q-22526,PUBLISHED,T-395,Part Test -4 (PT4) (Class XII Syllabus)-Paper 1,PUBLISHED
Q-22530,PUBLISHED,T-395,Part Test -4 (PT4) (Class XII Syllabus)-Paper 1,PUBLISHED
Q-22609,PUBLISHED,T-394,Part Test -4 (PT4) (Class XII Syllabus)-Paper 2,PUBLISHED
Q-22532,PUBLISHED,T-395,Part Test -4 (PT4) (Class XII Syllabus)-Paper 1,PUBLISHED
Q-22548,PUBLISHED,T-395,Part Test -4 (PT4) (Class XII Syllabus)-Paper 1,PUBLISHED
Q-22563,PUBLISHED,T-395,Part Test -4 (PT4) (Class XII Syllabus)-Paper 1,PUBLISHED
Q-22552,PUBLISHED,T-395,Part Test -4 (PT4) (Class XII Syllabus)-Paper 1,PUBLISHED
Q-22565,PUBLISHED,T-395,Part Test -4 (PT4) (Class XII Syllabus)-Paper 1,PUBLISHED
Q-22509,PUBLISHED,T-377,Part Test -3 (PT3) (Class XI Syllabus)-Paper 2,PUBLISHED
Q-22547,PUBLISHED,T-395,Part Test -4 (PT4) (Class XII Syllabus)-Paper 1,PUBLISHED
Q-22591,PUBLISHED,T-394,Part Test -4 (PT4) (Class XII Syllabus)-Paper 2,PUBLISHED
Q-22550,PUBLISHED,T-395,Part Test -4 (PT4) (Class XII Syllabus)-Paper 1,PUBLISHED
Q-22567,PUBLISHED,T-395,Part Test -4 (PT4) (Class XII Syllabus)-Paper 1,PUBLISHED
Q-22569,PUBLISHED,T-395,Part Test -4 (PT4) (Class XII Syllabus)-Paper 1,PUBLISHED
Q-22571,PUBLISHED,T-395,Part Test -4 (PT4) (Class XII Syllabus)-Paper 1,PUBLISHED
Q-22586,PUBLISHED,T-394,Part Test -4 (PT4) (Class XII Syllabus)-Paper 2,PUBLISHED
Q-22605,PUBLISHED,T-394,Part Test -4 (PT4) (Class XII Syllabus)-Paper 2,PUBLISHED
Q-22570,PUBLISHED,T-395,Part Test -4 (PT4) (Class XII Syllabus)-Paper 1,PUBLISHED
Q-22551,PUBLISHED,T-395,Part Test -4 (PT4) (Class XII Syllabus)-Paper 1,PUBLISHED
Q-22568,PUBLISHED,T-395,Part Test -4 (PT4) (Class XII Syllabus)-Paper 1,PUBLISHED
Q-22608,PUBLISHED,T-394,Part Test -4 (PT4) (Class XII Syllabus)-Paper 2,PUBLISHED
Q-22629,PUBLISHED,T-394,Part Test -4 (PT4) (Class XII Syllabus)-Paper 2,PUBLISHED
Q-22588,PUBLISHED,T-394,Part Test -4 (PT4) (Class XII Syllabus)-Paper 2,PUBLISHED
Q-22585,PUBLISHED,T-394,Part Test -4 (PT4) (Class XII Syllabus)-Paper 2,PUBLISHED
Q-22610,PUBLISHED,T-394,Part Test -4 (PT4) (Class XII Syllabus)-Paper 2,PUBLISHED
Q-22611,PUBLISHED,T-394,Part Test -4 (PT4) (Class XII Syllabus)-Paper 2,PUBLISHED
Q-22590,PUBLISHED,T-394,Part Test -4 (PT4) (Class XII Syllabus)-Paper 2,PUBLISHED
Q-22631,PUBLISHED,T-394,Part Test -4 (PT4) (Class XII Syllabus)-Paper 2,PUBLISHED
Q-22650,PUBLISHED,T-396,Part Test -5 (PT5) (Class XII Syllabus)-Paper 1,PUBLISHED
Q-22627,PUBLISHED,T-394,Part Test -4 (PT4) (Class XII Syllabus)-Paper 2,PUBLISHED
Q-22664,PUBLISHED,T-396,Part Test -5 (PT5) (Class XII Syllabus)-Paper 1,PUBLISHED
Q-22628,PUBLISHED,T-394,Part Test -4 (PT4) (Class XII Syllabus)-Paper 2,PUBLISHED
Q-22632,PUBLISHED,T-394,Part Test -4 (PT4) (Class XII Syllabus)-Paper 2,PUBLISHED
Q-22667,PUBLISHED,T-396,Part Test -5 (PT5) (Class XII Syllabus)-Paper 1,PUBLISHED
Q-22646,PUBLISHED,T-396,Part Test -5 (PT5) (Class XII Syllabus)-Paper 1,PUBLISHED
Q-22703,PUBLISHED,T-411,Full Test-2 Paper 2,PUBLISHED
Q-22649,PUBLISHED,T-396,Part Test -5 (PT5) (Class XII Syllabus)-Paper 1,PUBLISHED
Q-22606,PUBLISHED,T-394,Part Test -4 (PT4) (Class XII Syllabus)-Paper 2,PUBLISHED
Q-22626,PUBLISHED,T-394,Part Test -4 (PT4) (Class XII Syllabus)-Paper 2,PUBLISHED
Q-22630,PUBLISHED,T-394,Part Test -4 (PT4) (Class XII Syllabus)-Paper 2,PUBLISHED
Q-22686,PUBLISHED,T-396,Part Test -5 (PT5) (Class XII Syllabus)-Paper 1,PUBLISHED
Q-22685,PUBLISHED,T-396,Part Test -5 (PT5) (Class XII Syllabus)-Paper 1,PUBLISHED
Q-22701,PUBLISHED,T-411,Full Test-2 Paper 2,PUBLISHED
Q-22697,PUBLISHED,T-411,Full Test-2 Paper 2,PUBLISHED
Q-22648,PUBLISHED,T-396,Part Test -5 (PT5) (Class XII Syllabus)-Paper 1,PUBLISHED
Q-22698,PUBLISHED,T-411,Full Test-2 Paper 2,PUBLISHED
Q-22707,PUBLISHED,T-411,Full Test-2 Paper 2,PUBLISHED
Q-22699,PUBLISHED,T-411,Full Test-2 Paper 2,PUBLISHED
Q-22666,PUBLISHED,T-396,Part Test -5 (PT5) (Class XII Syllabus)-Paper 1,PUBLISHED
Q-22682,PUBLISHED,T-396,Part Test -5 (PT5) (Class XII Syllabus)-Paper 1,PUBLISHED
Q-22723,PUBLISHED,T-411,Full Test-2 Paper 2,PUBLISHED
Q-22665,PUBLISHED,T-396,Part Test -5 (PT5) (Class XII Syllabus)-Paper 1,PUBLISHED
Q-22722,PUBLISHED,T-411,Full Test-2 Paper 2,PUBLISHED
Q-22647,PUBLISHED,T-396,Part Test -5 (PT5) (Class XII Syllabus)-Paper 1,PUBLISHED
Q-22730,PUBLISHED,T-411,Full Test-2 Paper 2,PUBLISHED
Q-22684,PUBLISHED,T-396,Part Test -5 (PT5) (Class XII Syllabus)-Paper 1,PUBLISHED
Q-22704,PUBLISHED,T-411,Full Test-2 Paper 2,PUBLISHED
Q-22702,PUBLISHED,T-411,Full Test-2 Paper 2,PUBLISHED
Q-22748,PUBLISHED,T-411,Full Test-2 Paper 2,PUBLISHED
Q-22709,PUBLISHED,T-411,Full Test-2 Paper 2,PUBLISHED
Q-22749,PUBLISHED,T-411,Full Test-2 Paper 2,PUBLISHED
Q-22683,PUBLISHED,T-396,Part Test -5 (PT5) (Class XII Syllabus)-Paper 1,PUBLISHED
Q-22746,PUBLISHED,T-411,Full Test-2 Paper 2,PUBLISHED
Q-22705,PUBLISHED,T-411,Full Test-2 Paper 2,PUBLISHED
Q-22752,PUBLISHED,T-411,Full Test-2 Paper 2,PUBLISHED
Q-22720,PUBLISHED,T-411,Full Test-2 Paper 2,PUBLISHED
Q-22668,PUBLISHED,T-396,Part Test -5 (PT5) (Class XII Syllabus)-Paper 1,PUBLISHED
Q-22751,PUBLISHED,T-411,Full Test-2 Paper 2,PUBLISHED
Q-22747,PUBLISHED,T-411,Full Test-2 Paper 2,PUBLISHED
Q-22706,PUBLISHED,T-411,Full Test-2 Paper 2,PUBLISHED
Q-22700,PUBLISHED,T-411,Full Test-2 Paper 2,PUBLISHED
Q-22726,PUBLISHED,T-411,Full Test-2 Paper 2,PUBLISHED
Q-22721,PUBLISHED,T-411,Full Test-2 Paper 2,PUBLISHED
Q-22729,PUBLISHED,T-411,Full Test-2 Paper 2,PUBLISHED
Q-22745,PUBLISHED,T-411,Full Test-2 Paper 2,PUBLISHED
Q-22708,PUBLISHED,T-411,Full Test-2 Paper 2,PUBLISHED
Q-22727,PUBLISHED,T-411,Full Test-2 Paper 2,PUBLISHED
Q-22732,PUBLISHED,T-411,Full Test-2 Paper 2,PUBLISHED
Q-22724,PUBLISHED,T-411,Full Test-2 Paper 2,PUBLISHED
Q-22725,PUBLISHED,T-411,Full Test-2 Paper 2,PUBLISHED
Q-22743,PUBLISHED,T-411,Full Test-2 Paper 2,PUBLISHED
Q-22731,PUBLISHED,T-411,Full Test-2 Paper 2,PUBLISHED
Q-22797,PUBLISHED,T-246,Part Test -2 (PT2) (Class XI Syllabus)-Paper 2,PUBLISHED
Q-22796,PUBLISHED,T-246,Part Test -2 (PT2) (Class XI Syllabus)-Paper 2,PUBLISHED
Q-22773,PUBLISHED,T-246,Part Test -2 (PT2) (Class XI Syllabus)-Paper 2,PUBLISHED
Q-22744,PUBLISHED,T-411,Full Test-2 Paper 2,PUBLISHED
Q-22770,PUBLISHED,T-246,Part Test -2 (PT2) (Class XI Syllabus)-Paper 2,PUBLISHED
Q-22771,PUBLISHED,T-246,Part Test -2 (PT2) (Class XI Syllabus)-Paper 2,PUBLISHED
Q-22814,PUBLISHED,T-246,Part Test -2 (PT2) (Class XI Syllabus)-Paper 2,PUBLISHED
Q-22795,PUBLISHED,T-246,Part Test -2 (PT2) (Class XI Syllabus)-Paper 2,PUBLISHED
Q-22753,PUBLISHED,T-411,Full Test-2 Paper 2,PUBLISHED
Q-22818,PUBLISHED,T-246,Part Test -2 (PT2) (Class XI Syllabus)-Paper 2,PUBLISHED
Q-22813,PUBLISHED,T-246,Part Test -2 (PT2) (Class XI Syllabus)-Paper 2,PUBLISHED
Q-22815,PUBLISHED,T-246,Part Test -2 (PT2) (Class XI Syllabus)-Paper 2,PUBLISHED
Q-22816,PUBLISHED,T-246,Part Test -2 (PT2) (Class XI Syllabus)-Paper 2,PUBLISHED
Q-22794,PUBLISHED,T-246,Part Test -2 (PT2) (Class XI Syllabus)-Paper 2,PUBLISHED
Q-22775,PUBLISHED,T-246,Part Test -2 (PT2) (Class XI Syllabus)-Paper 2,PUBLISHED
Q-22774,PUBLISHED,T-246,Part Test -2 (PT2) (Class XI Syllabus)-Paper 2,PUBLISHED
Q-22772,PUBLISHED,T-246,Part Test -2 (PT2) (Class XI Syllabus)-Paper 2,PUBLISHED
Q-22895,PUBLISHED,T-257,Part Test -3 (PT3) (Class XI Syllabus)-Paper 1,PUBLISHED
Q-22728,PUBLISHED,T-411,Full Test-2 Paper 2,PUBLISHED
Q-22754,PUBLISHED,T-411,Full Test-2 Paper 2,PUBLISHED
Q-22817,PUBLISHED,T-246,Part Test -2 (PT2) (Class XI Syllabus)-Paper 2,PUBLISHED
Q-22792,PUBLISHED,T-246,Part Test -2 (PT2) (Class XI Syllabus)-Paper 2,PUBLISHED
Q-22776,PUBLISHED,T-246,Part Test -2 (PT2) (Class XI Syllabus)-Paper 2,PUBLISHED
Q-22750,PUBLISHED,T-411,Full Test-2 Paper 2,PUBLISHED
Q-22755,PUBLISHED,T-411,Full Test-2 Paper 2,PUBLISHED
Q-22791,PUBLISHED,T-246,Part Test -2 (PT2) (Class XI Syllabus)-Paper 2,PUBLISHED
Q-22793,PUBLISHED,T-246,Part Test -2 (PT2) (Class XI Syllabus)-Paper 2,PUBLISHED
Q-22812,PUBLISHED,T-246,Part Test -2 (PT2) (Class XI Syllabus)-Paper 2,PUBLISHED
Q-22918,PUBLISHED,T-257,Part Test -3 (PT3) (Class XI Syllabus)-Paper 1,PUBLISHED
Q-22891,PUBLISHED,T-257,Part Test -3 (PT3) (Class XI Syllabus)-Paper 1,PUBLISHED
Q-22914,PUBLISHED,T-257,Part Test -3 (PT3) (Class XI Syllabus)-Paper 1,PUBLISHED
Q-22892,PUBLISHED,T-257,Part Test -3 (PT3) (Class XI Syllabus)-Paper 1,PUBLISHED
Q-22894,PUBLISHED,T-257,Part Test -3 (PT3) (Class XI Syllabus)-Paper 1,PUBLISHED
Q-22915,PUBLISHED,T-257,Part Test -3 (PT3) (Class XI Syllabus)-Paper 1,PUBLISHED
Q-22893,PUBLISHED,T-257,Part Test -3 (PT3) (Class XI Syllabus)-Paper 1,PUBLISHED
Q-22938,PUBLISHED,T-257,Part Test -3 (PT3) (Class XI Syllabus)-Paper 1,PUBLISHED
Q-22916,PUBLISHED,T-257,Part Test -3 (PT3) (Class XI Syllabus)-Paper 1,PUBLISHED
Q-22957,PUBLISHED,T-264,Combined Test -1 (PT1 + PT2 + PT3) (Class XI Syllabus) Paper 2,PUBLISHED
Q-22958,PUBLISHED,T-264,Combined Test -1 (PT1 + PT2 + PT3) (Class XI Syllabus) Paper 2,PUBLISHED
Q-22917,PUBLISHED,T-257,Part Test -3 (PT3) (Class XI Syllabus)-Paper 1,PUBLISHED
Q-22954,PUBLISHED,T-264,Combined Test -1 (PT1 + PT2 + PT3) (Class XI Syllabus) Paper 2,PUBLISHED
Q-22941,PUBLISHED,T-257,Part Test -3 (PT3) (Class XI Syllabus)-Paper 1,PUBLISHED
Q-22981,PUBLISHED,T-264,Combined Test -1 (PT1 + PT2 + PT3) (Class XI Syllabus) Paper 2,PUBLISHED
Q-23000,PUBLISHED,T-264,Combined Test -1 (PT1 + PT2 + PT3) (Class XI Syllabus) Paper 2,PUBLISHED
Q-22960,PUBLISHED,T-264,Combined Test -1 (PT1 + PT2 + PT3) (Class XI Syllabus) Paper 2,PUBLISHED
Q-22977,PUBLISHED,T-264,Combined Test -1 (PT1 + PT2 + PT3) (Class XI Syllabus) Paper 2,PUBLISHED
Q-22979,PUBLISHED,T-264,Combined Test -1 (PT1 + PT2 + PT3) (Class XI Syllabus) Paper 2,PUBLISHED
Q-22959,PUBLISHED,T-264,Combined Test -1 (PT1 + PT2 + PT3) (Class XI Syllabus) Paper 2,PUBLISHED
Q-22980,PUBLISHED,T-264,Combined Test -1 (PT1 + PT2 + PT3) (Class XI Syllabus) Paper 2,PUBLISHED
Q-22937,PUBLISHED,T-257,Part Test -3 (PT3) (Class XI Syllabus)-Paper 1,PUBLISHED
Q-22955,PUBLISHED,T-264,Combined Test -1 (PT1 + PT2 + PT3) (Class XI Syllabus) Paper 2,PUBLISHED
Q-22978,PUBLISHED,T-264,Combined Test -1 (PT1 + PT2 + PT3) (Class XI Syllabus) Paper 2,PUBLISHED
Q-22975,PUBLISHED,T-264,Combined Test -1 (PT1 + PT2 + PT3) (Class XI Syllabus) Paper 2,PUBLISHED
Q-22998,PUBLISHED,T-264,Combined Test -1 (PT1 + PT2 + PT3) (Class XI Syllabus) Paper 2,PUBLISHED
Q-22939,PUBLISHED,T-257,Part Test -3 (PT3) (Class XI Syllabus)-Paper 1,PUBLISHED
Q-22995,PUBLISHED,T-264,Combined Test -1 (PT1 + PT2 + PT3) (Class XI Syllabus) Paper 2,PUBLISHED
Q-22961,PUBLISHED,T-264,Combined Test -1 (PT1 + PT2 + PT3) (Class XI Syllabus) Paper 2,PUBLISHED
Q-22956,PUBLISHED,T-264,Combined Test -1 (PT1 + PT2 + PT3) (Class XI Syllabus) Paper 2,PUBLISHED
Q-22940,PUBLISHED,T-257,Part Test -3 (PT3) (Class XI Syllabus)-Paper 1,PUBLISHED
Q-22974,PUBLISHED,T-264,Combined Test -1 (PT1 + PT2 + PT3) (Class XI Syllabus) Paper 2,PUBLISHED
Q-22996,PUBLISHED,T-264,Combined Test -1 (PT1 + PT2 + PT3) (Class XI Syllabus) Paper 2,PUBLISHED
Q-22976,PUBLISHED,T-264,Combined Test -1 (PT1 + PT2 + PT3) (Class XI Syllabus) Paper 2,PUBLISHED
Q-22999,PUBLISHED,T-264,Combined Test -1 (PT1 + PT2 + PT3) (Class XI Syllabus) Paper 2,PUBLISHED
Q-22994,PUBLISHED,T-264,Combined Test -1 (PT1 + PT2 + PT3) (Class XI Syllabus) Paper 2,PUBLISHED
Q-23001,PUBLISHED,T-264,Combined Test -1 (PT1 + PT2 + PT3) (Class XI Syllabus) Paper 2,PUBLISHED
Q-22997,PUBLISHED,T-264,Combined Test -1 (PT1 + PT2 + PT3) (Class XI Syllabus) Paper 2,PUBLISHED
Q-24847,PUBLISHED,T-592,OLTS-JEEM-CHEM - Introduction of Schrodinger wave ,PUBLISHED
Q-25644,PUBLISHED,T-339,Part Test -1 (PT1),PUBLISHED
Q-25661,PUBLISHED,T-339,Part Test -1 (PT1),PUBLISHED
Q-25647,PUBLISHED,T-339,Part Test -1 (PT1),PUBLISHED
Q-25648,PUBLISHED,T-339,Part Test -1 (PT1),PUBLISHED
Q-25641,PUBLISHED,T-339,Part Test -1 (PT1),PUBLISHED
Q-25645,PUBLISHED,T-339,Part Test -1 (PT1),PUBLISHED
Q-27298,PUBLISHED,T-371,Full Test-06,PUBLISHED
Q-27293,PUBLISHED,T-371,Full Test-06,PUBLISHED
Q-27633,PUBLISHED,T-383,Full Test-08,PUBLISHED
Q-27767,PUBLISHED,T-388,Full Test-09,PUBLISHED
Q-27768,PUBLISHED,T-388,Full Test-09,PUBLISHED
Q-30745,PUBLISHED,T-1125,JEEA-PQ4-MATH-Problems based on properties,PUBLISHED
Q-31513,PUBLISHED,T-2393,JEEA-CP-Chemistry-Properties/Variables/Path Functi,PUBLISHED
Q-31996,PUBLISHED,T-2007,NTSE-CP-PQ5-1617-Statistical data,PUBLISHED
Q-32393,PUBLISHED,T-631,OLTS-JEEM-CHEM-Pressure Volume Work,PUBLISHED
Q-32131,PUBLISHED,T-258,Part Test -3 (PT3) (Class XI Syllabus)-Paper 2,PUBLISHED
Q-32130,PUBLISHED,T-258,Part Test -3 (PT3) (Class XI Syllabus)-Paper 2,PUBLISHED
Q-32156,PUBLISHED,T-258,Part Test -3 (PT3) (Class XI Syllabus)-Paper 2,PUBLISHED
Q-32132,PUBLISHED,T-258,Part Test -3 (PT3) (Class XI Syllabus)-Paper 2,PUBLISHED
Q-32155,PUBLISHED,T-258,Part Test -3 (PT3) (Class XI Syllabus)-Paper 2,PUBLISHED
Q-32134,PUBLISHED,T-258,Part Test -3 (PT3) (Class XI Syllabus)-Paper 2,PUBLISHED
Q-32153,PUBLISHED,T-258,Part Test -3 (PT3) (Class XI Syllabus)-Paper 2,PUBLISHED
Q-32157,PUBLISHED,T-258,Part Test -3 (PT3) (Class XI Syllabus)-Paper 2,PUBLISHED
Q-32133,PUBLISHED,T-258,Part Test -3 (PT3) (Class XI Syllabus)-Paper 2,PUBLISHED
Q-32464,PUBLISHED,T-516,JEEM-PQ4-PHY-Photo-electric effect,PUBLISHED
Q-32154,PUBLISHED,T-258,Part Test -3 (PT3) (Class XI Syllabus)-Paper 2,PUBLISHED
Q-32176,PUBLISHED,T-258,Part Test -3 (PT3) (Class XI Syllabus)-Paper 2,PUBLISHED
Q-32180,PUBLISHED,T-258,Part Test -3 (PT3) (Class XI Syllabus)-Paper 2,PUBLISHED
Q-32177,PUBLISHED,T-258,Part Test -3 (PT3) (Class XI Syllabus)-Paper 2,PUBLISHED
Q-32179,PUBLISHED,T-258,Part Test -3 (PT3) (Class XI Syllabus)-Paper 2,PUBLISHED
Q-32178,PUBLISHED,T-258,Part Test -3 (PT3) (Class XI Syllabus)-Paper 2,PUBLISHED
Q-32193,PUBLISHED,T-424,Full Test -6 Paper-2,PUBLISHED
Q-32197,PUBLISHED,T-424,Full Test -6 Paper-2,PUBLISHED
Q-32195,PUBLISHED,T-424,Full Test -6 Paper-2,PUBLISHED
Q-32196,PUBLISHED,T-424,Full Test -6 Paper-2,PUBLISHED
